id,entity,child_sku_id,style_id,style_name,title,gender,size,category,material,color,cost_amount,currency_code,selling_price,mrp_price,gst_rate_pct,amazon_title,myntra_title,myntra_product_code,amazon_sku,myntra_sku,shopify_sku,nykaa_sku,flipkart_sku,unicommerce_sku,created_at,updated_at
185b7d6c-4fbe-4431-bb18-dd36df0ac88c,Fulton,IN100225,BL1001,Divine Depth,Gold Foil Divine Depth,F,36,Blouse,Foil,Gold Foil,190.00,_,,,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
187d7e94-23b3-4a52-b31e-ac00f32e3105,Fulton,IN100034,BL1001,Divine Depth,Beige Divine Depth - 36,F,36,Blouse,Rayon,Beige,190.00,_,899.00,1099.00,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
1a1bbb90-ceec-4ef6-93c7-2287c740aa96,Fulton,IN100154,BL1008,Horizon Halo,Black Horizon Halo - 44,F,44,Blouse,Rayon,Black,190.00,_,799.00,1099.00,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
1d8655c3-c510-47f2-bc80-5fd5c70b4572,Fulton,IN100086,BL1002,Graceful Pleat,Gulabi Graceful Pleat - 36,F,36,Blouse,Rayon,Gulabi,190.00,_,899.00,1099.00,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
205ad2f8-86e1-4ee9-8deb-43dfa0684414,Fulton,IN100068,BL1001,Divine Depth,Festive White Divine Depth,F,44,Blouse,Lurex - Thick Line,Festive White,260.00,_,,,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
20a7fe54-e34a-4a78-be5e-68314e570702,Fulton,IN100196,BL1001,Divine Depth,Silk Black Divine Depth,F,38,Blouse,Dupion Silk,Silk Black,220.00,_,,,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
20c7e061-b8b4-4857-ad07-d26982d1ce28,Fulton,IN100106,BL1007,Charm Slope,Gulabi Charm Slope - 42,F,42,Blouse,Rayon,Gulabi,190.00,_,899.00,1099.00,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
20fcd56b-ea52-45a8-9af7-77630ddea43c,Fulton,IN100188,BL1001,Divine Depth,Silk Cream Divine Depth,F,36,Blouse,Dupion Silk,Silk Cream,220.00,_,,,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
2119acde-504f-4e06-b04b-c1547bb5eaf4,Fulton,IN100056,BL1001,Divine Depth,Black Divine Depth - 42,F,42,Blouse,Rayon,Black,190.00,_,799.00,1099.00,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
211a6ddb-e721-4457-aa3a-2baedad64e34,Fulton,IN100181,BL1005,Opulent Open,Gulabi Opulent Open - 38,F,38,Blouse,Rayon,Gulabi,190.00,_,899.00,1099.00,0.05,,,,,,,,,,2025-08-30 07:50:45.262819+00,2025-08-30 07:50:45.262819+00
